award,family,qid,person_qid,person,year,ethnic,citizenship,birth_country,given_name,family_name
Pulitzer Prize for Music,music,Q1783509,Q17385858,Du Yun,2017,,People's Republic of China,People's Republic of China,Yun,Du
Pulitzer Prize for Music,music,Q1783509,Q17385858,Du Yun,2017,,United States,People's Republic of China,Yun,Du
Pulitzer Prize for Music,music,Q1783509,Q130798,Q130798,2018,,United States,United States,Kendrick,Duckworth
Pulitzer Prize for Music,music,Q1783509,Q130798,Q130798,2018,,United States,United States,Lamar,Duckworth
Pulitzer Prize for Music,music,Q1783509,Q60558821,Ellen Reid,2019,,United States,United States,Ellen,Reid
Pulitzer Prize for Music,music,Q1783509,Q344683,Anthony Davis,2020,African Americans,United States,United States,Anthony,Davis
Pulitzer Prize for Music,music,Q1783509,Q344683,Anthony Davis,2020,African Americans,United States,United States,Curtis,Davis
Pulitzer Prize for Music,music,Q1783509,Q463308,Tania León,2021,Afro-Cuban,Cuba,Cuba,Q16612206,León
Pulitzer Prize for Music,music,Q1783509,Q7296393,Raven Chacon,2022,Navajo,United States,United States,Raven,Chacon
Pulitzer Prize for Music,music,Q1783509,Q2413003,Michael Abels,2023,,United States,United States,Michael,Abels
Pulitzer Prize for Music,music,Q1783509,Q7320514,Rhiannon Giddens,2023,,United States,United States,Rhiannon,Giddens
Pulitzer Prize for Poetry,letters,Q2117891,Q276013,Sara Teasdale,1918,,United States,United States,Sara,Teasdale
Pulitzer Prize for Poetry,letters,Q2117891,Q193608,Carl Sandburg,1919,,United States,United States,Carl,Sandburg
Pulitzer Prize for Poetry,letters,Q2117891,Q6760023,Margaret Widdemer,1919,,United States,United States,Margaret,
Pulitzer Prize for Poetry,letters,Q2117891,Q1294394,Edwin Arlington Robinson,1922,,United States,United States,Edwin,Robinson
Pulitzer Prize for Poetry,letters,Q2117891,Q1294394,Edwin Arlington Robinson,1922,,United States,United States,Arlington,Robinson
Pulitzer Prize for Poetry,letters,Q2117891,Q62134,Edna St. Vincent Millay,1923,,United States,United States,Edna,Millay
Pulitzer Prize for Poetry,letters,Q2117891,Q168728,Robert Frost,1924,,United States,United States,Lee,Frost
Pulitzer Prize for Poetry,letters,Q2117891,Q168728,Robert Frost,1924,,United States,United States,Robert,Frost
Pulitzer Prize for Poetry,letters,Q2117891,Q1294394,Edwin Arlington Robinson,1925,,United States,United States,Edwin,Robinson
Pulitzer Prize for Poetry,letters,Q2117891,Q1294394,Edwin Arlington Robinson,1925,,United States,United States,Arlington,Robinson
Pulitzer Prize for Poetry,letters,Q2117891,Q265841,Amy Lawrence Lowell,1926,,United States,United States,Amy,Lowell
Pulitzer Prize for Poetry,letters,Q2117891,Q1547340,Leonora Speyer,1927,,United States,United States,Leonora,Speyer
Pulitzer Prize for Poetry,letters,Q2117891,Q1294394,Edwin Arlington Robinson,1928,,United States,United States,Edwin,Robinson
Pulitzer Prize for Poetry,letters,Q2117891,Q1294394,Edwin Arlington Robinson,1928,,United States,United States,Arlington,Robinson
Pulitzer Prize for Poetry,letters,Q2117891,Q1348138,Stephen Vincent Benét,1929,,United States,United States,Stephen,Benét
Pulitzer Prize for Poetry,letters,Q2117891,Q1348138,Stephen Vincent Benét,1929,,United States,United States,Vincent,Benét
Pulitzer Prize for Poetry,letters,Q2117891,Q380645,Conrad Aiken,1930,,United States,United States,Conrad,Aiken
Pulitzer Prize for Poetry,letters,Q2117891,Q168728,Robert Frost,1931,,United States,United States,Lee,Frost
Pulitzer Prize for Poetry,letters,Q2117891,Q168728,Robert Frost,1931,,United States,United States,Robert,Frost
Pulitzer Prize for Poetry,letters,Q2117891,Q5538543,George Dillon,1932,,United States,United States,George,Dillon
Pulitzer Prize for Poetry,letters,Q2117891,Q633354,Archibald MacLeish,1933,,United States,United States,Archibald,MacLeish
Pulitzer Prize for Poetry,letters,Q2117891,Q2157568,Robert Hillyer,1934,,United States,United States,Robert,
Pulitzer Prize for Poetry,letters,Q2117891,Q4820197,Audrey Wurdemann,1935,,United States,United States,Audrey,
Pulitzer Prize for Poetry,letters,Q2117891,Q1508766,Robert P. T. Coffin,1936,,United States,United States,Peter,Coffin
Pulitzer Prize for Poetry,letters,Q2117891,Q1508766,Robert P. T. Coffin,1936,,United States,United States,Robert,Coffin
Pulitzer Prize for Poetry,letters,Q2117891,Q1508766,Robert P. T. Coffin,1936,,United States,United States,Tristam,Coffin
Pulitzer Prize for Poetry,letters,Q2117891,Q168728,Robert Frost,1937,,United States,United States,Lee,Frost
Pulitzer Prize for Poetry,letters,Q2117891,Q168728,Robert Frost,1937,,United States,United States,Robert,Frost
Pulitzer Prize for Poetry,letters,Q2117891,Q545261,Marya Zaturenska,1938,,United States,Ukraine,Marya,
Pulitzer Prize for Poetry,letters,Q2117891,Q3444832,John Gould Fletcher,1939,,United States,United States,John,Fletcher
Pulitzer Prize for Poetry,letters,Q2117891,Q3444832,John Gould Fletcher,1939,,United States,United States,Gould,Fletcher
Pulitzer Prize for Poetry,letters,Q2117891,Q975491,Mark Van Doren,1940,,United States,United States,Mark,Van Doren
Pulitzer Prize for Poetry,letters,Q2117891,Q6525095,Leonard Bacon,1941,,United States,United States,Leonard,Bacon
Pulitzer Prize for Poetry,letters,Q2117891,Q2580418,William Rose Benét,1942,,United States,United States,William,Benét
Pulitzer Prize for Poetry,letters,Q2117891,Q168728,Robert Frost,1943,,United States,United States,Lee,Frost
Pulitzer Prize for Poetry,letters,Q2117891,Q168728,Robert Frost,1943,,United States,United States,Robert,Frost
Pulitzer Prize for Poetry,letters,Q2117891,Q1348138,Stephen Vincent Benét,1944,,United States,United States,Stephen,Benét
Pulitzer Prize for Poetry,letters,Q2117891,Q1348138,Stephen Vincent Benét,1944,,United States,United States,Vincent,Benét
Pulitzer Prize for Poetry,letters,Q2117891,Q2906282,Karl Shapiro,1945,,United States,United States,Karl,Shapiro
Pulitzer Prize for Poetry,letters,Q2117891,Q981448,Robert Lowell,1947,,United States,United States,Robert,Lowell
Pulitzer Prize for Poetry,letters,Q2117891,Q981448,Robert Lowell,1947,,United States,United States,Spence,Lowell
Pulitzer Prize for Poetry,letters,Q2117891,Q981448,Robert Lowell,1947,,United States,United States,Traill,Lowell
Pulitzer Prize for Poetry,letters,Q2117891,Q178698,W. H. Auden,1948,,United Kingdom,United Kingdom,H.,Auden
Pulitzer Prize for Poetry,letters,Q2117891,Q178698,W. H. Auden,1948,,United States,United Kingdom,H.,Auden
Pulitzer Prize for Poetry,letters,Q2117891,Q178698,W. H. Auden,1948,,United Kingdom,United Kingdom,W.,Auden
Pulitzer Prize for Poetry,letters,Q2117891,Q178698,W. H. Auden,1948,,United States,United Kingdom,W.,Auden
Pulitzer Prize for Poetry,letters,Q2117891,Q559567,Peter Viereck,1949,,United States,United States,Peter,Viereck
Pulitzer Prize for Poetry,letters,Q2117891,Q270715,Gwendolyn Brooks,1950,African Americans,United States,United States,Gwendolyn,Brooks
Pulitzer Prize for Poetry,letters,Q2117891,Q193608,Carl Sandburg,1951,,United States,United States,Carl,Sandburg
Pulitzer Prize for Poetry,letters,Q2117891,Q278495,Marianne Moore,1952,,United States,United States,Marianne,Moore
Pulitzer Prize for Poetry,letters,Q2117891,Q633354,Archibald MacLeish,1953,,United States,United States,Archibald,MacLeish
Pulitzer Prize for Poetry,letters,Q2117891,Q1151763,Theodore Roethke,1954,,United States,United States,Theodore,Roethke
Pulitzer Prize for Poetry,letters,Q2117891,Q166835,Wallace Stevens,1955,,United States,United States,Wallace,Stevens
Pulitzer Prize for Poetry,letters,Q2117891,Q235946,Elizabeth Bishop,1956,,United States,United States,Elizabeth,Bishop
Pulitzer Prize for Poetry,letters,Q2117891,Q235946,Elizabeth Bishop,1956,,Canada,United States,Elizabeth,Bishop
Pulitzer Prize for Poetry,letters,Q2117891,Q1333582,Richard Wilbur,1957,,United States,United States,Richard,Wilbur
Pulitzer Prize for Poetry,letters,Q2117891,Q312720,Robert Penn Warren,1958,,United States,United States,Robert,Warren
Pulitzer Prize for Poetry,letters,Q2117891,Q312720,Robert Penn Warren,1958,,United States,United States,Penn,Warren
Pulitzer Prize for Poetry,letters,Q2117891,Q1974852,Stanley Kunitz,1959,,United States,United States,Stanley,Kunitz
Pulitzer Prize for Poetry,letters,Q2117891,Q1334959,W. D. Snodgrass,1960,,United States,United States,William,
Pulitzer Prize for Poetry,letters,Q2117891,Q1334959,W. D. Snodgrass,1960,,United States,United States,De Witt,
Pulitzer Prize for Poetry,letters,Q2117891,Q7188601,Phyllis McGinley,1961,,United States,United States,Phyllis,McGinley
Pulitzer Prize for Poetry,letters,Q2117891,Q4706542,Alan Dugan,1962,,United States,United States,Alan,Dugan
Pulitzer Prize for Poetry,letters,Q2117891,Q178106,William Carlos Williams,1963,,United States,United States,Carlos,Williams
Pulitzer Prize for Poetry,letters,Q2117891,Q178106,William Carlos Williams,1963,,United States,United States,William,Williams
Pulitzer Prize for Poetry,letters,Q2117891,Q1871997,Louis Simpson,1964,,United States,Jamaica,Louis,Simpson
Pulitzer Prize for Poetry,letters,Q2117891,Q522192,John Berryman,1965,,United States,United States,John,Berryman
Pulitzer Prize for Poetry,letters,Q2117891,Q975736,Richard Eberhart,1966,,United States,United States,Richard,Eberhart
Pulitzer Prize for Poetry,letters,Q2117891,Q270728,Anne Sexton,1967,,United States,United States,Anne,Sexton
Pulitzer Prize for Poetry,letters,Q2117891,Q3618497,Anthony Hecht,1968,,United States,United States,Anthony,Hecht
Pulitzer Prize for Poetry,letters,Q2117891,Q3101810,George Oppen,1969,,United States,United States,George,Oppen
Pulitzer Prize for Poetry,letters,Q2117891,Q2636383,Richard Howard,1970,,United States,United States,Richard,Howard
Pulitzer Prize for Poetry,letters,Q2117891,Q680368,W. S. Merwin,1971,,United States,United States,William,Merwin
Pulitzer Prize for Poetry,letters,Q2117891,Q6145850,James Wright,1972,,United States,United States,James,Wright
Pulitzer Prize for Poetry,letters,Q2117891,Q2714693,Maxine Kumin,1973,,United States,United States,Maxine,Kumin
Pulitzer Prize for Poetry,letters,Q2117891,Q981448,Robert Lowell,1974,,United States,United States,Robert,Lowell
Pulitzer Prize for Poetry,letters,Q2117891,Q981448,Robert Lowell,1974,,United States,United States,Spence,Lowell
Pulitzer Prize for Poetry,letters,Q2117891,Q981448,Robert Lowell,1974,,United States,United States,Traill,Lowell
Pulitzer Prize for Poetry,letters,Q2117891,Q315963,Gary Snyder,1975,,United States,United States,Gary,Snyder
Pulitzer Prize for Poetry,letters,Q2117891,Q29418,John Ashbery,1976,,United States,United States,John,Ashbery
Pulitzer Prize for Poetry,letters,Q2117891,Q1368437,James Merrill,1977,,United States,United States,James,Merrill
Pulitzer Prize for Poetry,letters,Q2117891,Q429011,Howard Nemerov,1978,,United States,United States,Howard,Nemerov
Pulitzer Prize for Poetry,letters,Q2117891,Q312720,Robert Penn Warren,1979,,United States,United States,Robert,Warren
Pulitzer Prize for Poetry,letters,Q2117891,Q312720,Robert Penn Warren,1979,,United States,United States,Penn,Warren
Pulitzer Prize for Poetry,letters,Q2117891,Q5294615,Donald Justice,1980,,United States,United States,Donald,Justice
Pulitzer Prize for Poetry,letters,Q2117891,Q5406329,James Schuyler,1981,,United States,United States,James,Schuyler
Pulitzer Prize for Poetry,letters,Q2117891,Q133054,Sylvia Plath,1982,,United States,United States,Sylvia,Plath
Pulitzer Prize for Poetry,letters,Q2117891,Q2425705,Galway Kinnell,1983,,United States,United States,,Kinnell
Pulitzer Prize for Poetry,letters,Q2117891,Q454836,Mary Oliver,1984,,United States,United States,Mary,Oliver
Pulitzer Prize for Poetry,letters,Q2117891,Q440064,Carolyn Kizer,1985,,United States,United States,Ashley,Kizer
Pulitzer Prize for Poetry,letters,Q2117891,Q440064,Carolyn Kizer,1985,,United States,United States,Carolyn,Kizer
Pulitzer Prize for Poetry,letters,Q2117891,Q11682441,Henry S. Taylor,1986,,United States,United States,Henry,Taylor
Pulitzer Prize for Poetry,letters,Q2117891,Q445740,Rita Dove,1987,African Americans,United States,United States,Rita,Dove
Pulitzer Prize for Poetry,letters,Q2117891,Q445740,Rita Dove,1987,African Americans,United States,United States,Frances,Dove
Pulitzer Prize for Poetry,letters,Q2117891,Q445740,Rita Dove,1987,African Americans,United States,United States,Rita,Viebahn
Pulitzer Prize for Poetry,letters,Q2117891,Q445740,Rita Dove,1987,African Americans,United States,United States,Frances,Viebahn
Pulitzer Prize for Poetry,letters,Q2117891,Q1337398,William Morris Meredith,1988,,United States,United States,William,Meredith
Pulitzer Prize for Poetry,letters,Q2117891,Q1337398,William Morris Meredith,1988,,United States,United States,Morris,Meredith
Pulitzer Prize for Poetry,letters,Q2117891,Q1333582,Richard Wilbur,1989,,United States,United States,Richard,Wilbur
Pulitzer Prize for Poetry,letters,Q2117891,Q722555,Charles Simic,1990,,Serbia,Serbia,Dušan,Simić
Pulitzer Prize for Poetry,letters,Q2117891,Q722555,Charles Simic,1990,,United States,Serbia,Dušan,Simić
Pulitzer Prize for Poetry,letters,Q2117891,Q722555,Charles Simic,1990,,Serbia,Serbia,Charles,Simić
Pulitzer Prize for Poetry,letters,Q2117891,Q722555,Charles Simic,1990,,United States,Serbia,Charles,Simić
Pulitzer Prize for Poetry,letters,Q2117891,Q722555,Charles Simic,1990,,Serbia,Serbia,Dušan,Q37066310
Pulitzer Prize for Poetry,letters,Q2117891,Q722555,Charles Simic,1990,,United States,Serbia,Dušan,Q37066310
Pulitzer Prize for Poetry,letters,Q2117891,Q722555,Charles Simic,1990,,Serbia,Serbia,Charles,Q37066310
Pulitzer Prize for Poetry,letters,Q2117891,Q722555,Charles Simic,1990,,United States,Serbia,Charles,Q37066310
Pulitzer Prize for Poetry,letters,Q2117891,Q6897736,Mona Van Duyn,1991,,United States,United States,Mona,
Pulitzer Prize for Poetry,letters,Q2117891,Q531155,James Tate,1992,,United States,United States,James,Tate
Pulitzer Prize for Poetry,letters,Q2117891,Q2344210,Louise Glück,1993,,United States,United States,Louise,Glück
Pulitzer Prize for Poetry,letters,Q2117891,Q2344210,Louise Glück,1993,,United States,United States,Elisabeth,Glück
Pulitzer Prize for Poetry,letters,Q2117891,Q2601996,Yusef Komunyakaa,1994,,United States,United States,,
Pulitzer Prize for Poetry,letters,Q2117891,Q531273,Philip Levine,1995,,United States,United States,Philip,Q21510733
Pulitzer Prize for Poetry,letters,Q2117891,Q6278867,Jorie Graham,1996,,United States,United States,,Graham
Pulitzer Prize for Poetry,letters,Q2117891,Q6558751,Lisel Mueller,1997,,Germany,Germany,Lisel,Mueller
Pulitzer Prize for Poetry,letters,Q2117891,Q6558751,Lisel Mueller,1997,,United States,Germany,Lisel,Mueller
Pulitzer Prize for Poetry,letters,Q2117891,Q2960465,Charles Wright,1998,,United States,United States,Charles,Wright
Pulitzer Prize for Poetry,letters,Q2117891,Q928775,Mark Strand,1999,,United States,Canada,Mark,Strand
Pulitzer Prize for Poetry,letters,Q2117891,Q2930440,C. K. Williams,2000,,United States,United States,Kenneth,Williams
Pulitzer Prize for Poetry,letters,Q2117891,Q2930440,C. K. Williams,2000,,United States,United States,Charles,Williams
Pulitzer Prize for Poetry,letters,Q2117891,Q3973175,Stephen Dunn,2001,,United States,United States,Stephen,Dunn
Pulitzer Prize for Poetry,letters,Q2117891,Q5040035,Carl Dennis,2002,,United States,United States,Carl,Dennis
Pulitzer Prize for Poetry,letters,Q2117891,Q2061388,Paul Muldoon,2003,,United Kingdom,United Kingdom,Paul,Muldoon
Pulitzer Prize for Poetry,letters,Q2117891,Q5493008,Franz Wright,2004,,United States,Austria,Franz,Wright
Pulitzer Prize for Poetry,letters,Q2117891,Q140196,Ted Kooser,2005,,United States,United States,Ted,Kooser
Pulitzer Prize for Poetry,letters,Q2117891,Q5129165,Claudia Emerson,2006,,United States,United States,Claudia,Emerson
Pulitzer Prize for Poetry,letters,Q2117891,Q6968508,Natasha Trethewey,2007,,United States,United States,Natasha,Trethewey
Pulitzer Prize for Poetry,letters,Q2117891,Q7184353,Philip Schultz,2008,,United States,United States,Philip,Schultz
Pulitzer Prize for Poetry,letters,Q2117891,Q370513,Robert Hass,2008,,United States,United States,Robert,Hass
Pulitzer Prize for Poetry,letters,Q2117891,Q680368,W. S. Merwin,2009,,United States,United States,William,Merwin
